,Chi2,p-value,p-value (BH corrected)
PC O-32:0,1.325497818744724,0.24960774253978762,1.0
PC 32:1;O/32:0;P,0.25527547143259266,0.6133847093759281,1.0
PC 34:0;O,1.8900401069518709,0.16919739806251774,1.0
PC 34:0;P/34:1;O,0.0,1.0,1.0
PC 34:1;P/34:2;O,0.25527547143259266,0.6133847093759281,1.0
PC 36:1;P/36:2;O,0.0,1.0,1.0
PC 36:2;P/36:3;O,1.325497818744724,0.24960774253978762,1.0
PC 36:3;P/36:3;O,0.25527547143259266,0.6133847093759281,1.0
PC 38:2;P/38:3;O,0.0,1.0,1.0
PC 38:3;P/38:4;O,1.325497818744724,0.24960774253978762,1.0
PC 38:4;P/38:5;O,0.0,1.0,1.0
PC 40:3;P/40:4;O,0.7603609625668453,0.38321558394775435,1.0
PC 42:3;P/42:4;O,0.2151899111917493,0.6427296629546884,1.0
PE 38:4,0.0,1.0,1.0
PE 36:3;P/36:4;O,0.0,1.0,1.0
PE 38:4;P/38:5;O,0.0,1.0,1.0
SM 32:1;O2,1.325497818744724,0.24960774253978762,1.0
SM 33:1;O2,1.325497818744724,0.24960774253978762,1.0
SM 34:0;O2,0.0,1.0,1.0
SM 34:1;O2,1.325497818744724,0.24960774253978762,1.0
SM 34:2;O2,0.25527547143259266,0.6133847093759281,1.0
SM 35:1;O2,1.325497818744724,0.24960774253978762,1.0
SM 36:0;O2,0.0,1.0,1.0
SM 36:1;O2,0.25527547143259266,0.6133847093759281,1.0
SM 36:2;O2,0.25527547143259266,0.6133847093759281,1.0
SM 37:1;O2,0.054311497326203204,0.8157239215105279,1.0
SM 38:1;O2,3.2304935969603172,0.07227890025823178,1.0
SM 38:2;O2,0.25527547143259266,0.6133847093759281,1.0
SM 39:1;O2,0.0,1.0,1.0
SM 40:0;O2,0.0,1.0,1.0
SM 40:1;O2,0.25527547143259266,0.6133847093759281,1.0
SM 40:2;O2,1.325497818744724,0.24960774253978762,1.0
SM 40:3;O2,0.019826555023923303,0.8880225706938752,1.0
SM 41:1;O2,1.325497818744724,0.24960774253978762,1.0
SM 41:2;O2,0.0,1.0,1.0
SM 42:1;O2,0.0,1.0,1.0
SM 42:2;O2,0.0,1.0,1.0
SM 42:3;O2,0.25527547143259266,0.6133847093759281,1.0
SM 42:4;O2,0.0,1.0,1.0
SM 43:1;O2,0.06722211611917495,0.7954251642551202,1.0
SM 43:2;O2,0.0,1.0,1.0
TG 46:1,0.0,1.0,1.0
TG 46:2,0.0,1.0,1.0
TG 48:0,0.0,1.0,1.0
TG 48:1,0.0,1.0,1.0
TG 48:2,0.0,1.0,1.0
TG 48:3,0.29627655730596913,0.5862261560957606,1.0
TG 49:1,0.0,1.0,1.0
TG 49:2,0.019826555023923303,0.8880225706938752,1.0
TG 50:0,0.019826555023923303,0.8880225706938752,1.0
TG 50:1,0.25527547143259266,0.6133847093759281,1.0
TG 50:2,0.25527547143259266,0.6133847093759281,1.0
TG 50:3,0.0,1.0,1.0
TG 50:4,0.0,1.0,1.0
TG 51:1,0.019826555023923303,0.8880225706938752,1.0
TG 51:2,0.0,1.0,1.0
TG 52:1,0.0,1.0,1.0
TG 52:2,0.43076045926391915,0.5116160382320021,1.0
TG 52:3,0.25527547143259266,0.6133847093759281,1.0
TG 52:4,0.0,1.0,1.0
TG 52:5,1.325497818744724,0.24960774253978762,1.0
TG 54:2,0.0,1.0,1.0
TG 54:3,0.0,1.0,1.0
TG 54:4,2.05324901491697,0.15188176923500454,1.0
TG 54:5,0.19552139037433153,0.6583603991597995,1.0
TG 54:6,0.0,1.0,1.0
TG 56:5,0.019826555023923303,0.8880225706938752,1.0
TG 56:6,0.019826555023923303,0.8880225706938752,1.0
TG 56:7,0.019826555023923303,0.8880225706938752,1.0
TG 56:8,0.019826555023923303,0.8880225706938752,1.0
TG 58:11,0.0,1.0,1.0
TG 58:5,4.322120391218686,0.03762001663484006,1.0
TG 58:7,0.6191510695187157,0.4313629288311962,1.0
TG 58:8,0.019826555023923303,0.8880225706938752,1.0
TG 58:9,2.05324901491697,0.15188176923500454,1.0
FA 14:0,0.0,1.0,1.0
FA 16:0,0.6191510695187157,0.4313629288311962,1.0
FA 16:1,0.0,1.0,1.0
FA 18:0,2.05324901491697,0.15188176923500454,1.0
FA 18:1,0.6191510695187157,0.4313629288311962,1.0
FA 18:2,0.019826555023923303,0.8880225706938752,1.0
FA 18:3,1.5772058823529411,0.209163623073814,1.0
FA 20:3,0.5036157024793386,0.4779157075858823,1.0
FA 20:4,0.0,1.0,1.0
FA 22:6,0.0,1.0,1.0
PI 34:1,1.325497818744724,0.24960774253978762,1.0
PI 34:2,0.0,1.0,1.0
PI 36:2,0.0,1.0,1.0
PI 36:4,0.019826555023923303,0.8880225706938752,1.0
PI 38:3,0.25527547143259266,0.6133847093759281,1.0
PI 38:4,0.0,1.0,1.0
