,Chi2,p-value,p-value (BH corrected)
SM 40:3;O2,0.22053571428571378,0.6386320338113531,1.0
SM 41:1;O2,0.6652725563909783,0.41470468054923515,1.0
SM 41:2;O2,0.0,1.0,1.0
SM 42:1;O2,0.029934210526315973,0.862639591019358,1.0
SM 42:2;O2,0.6652725563909783,0.41470468054923515,1.0
SM 42:3;O2,0.0,1.0,1.0
SM 42:4;O2,0.015353363567649173,0.9013875719995806,1.0
SM 43:1;O2,0.13431122448979604,0.7140032347880836,1.0
SM 43:2;O2,0.0,1.0,1.0
TG 46:1,0.0,1.0,1.0
TG 46:2,0.0,1.0,1.0
TG 48:0,0.0,1.0,1.0
TG 48:1,0.06964285714285709,0.7918574908113247,1.0
TG 48:2,0.09119897959183684,0.7626583993709595,1.0
TG 48:3,0.0,1.0,1.0
TG 49:1,0.22053571428571378,0.6386320338113531,1.0
TG 49:2,3.0795582706766904,0.07928205591587303,0.7648386570707751
TG 50:0,3.0795582706766904,0.07928205591587303,0.7648386570707751
TG 50:1,0.0,1.0,1.0
TG 50:2,0.0,1.0,1.0
TG 50:3,0.0,1.0,1.0
TG 50:4,0.0,1.0,1.0
TG 51:1,3.0795582706766904,0.07928205591587303,0.7648386570707751
TG 51:2,9.242340225563906,0.002364825341650665,0.1939156780153545
TG 52:1,3.0795582706766904,0.07928205591587303,0.7648386570707751
TG 52:2,0.0,1.0,1.0
TG 52:3,0.42325036075036065,0.5153196172319872,1.0
TG 52:4,1.2370770676691718,0.2660351186466848,1.0
TG 52:5,0.0,1.0,1.0
TG 54:2,5.747979323308268,0.016507634005564046,0.4512086628187506
TG 54:3,3.0795582706766904,0.07928205591587303,0.7648386570707751
TG 54:4,1.2370770676691718,0.2660351186466848,1.0
TG 54:5,1.8635912698412702,0.1722108878159262,1.0
TG 54:6,0.005677406832298096,0.9399373789042087,1.0
TG 56:5,1.2370770676691718,0.2660351186466848,1.0
TG 56:6,0.22053571428571378,0.6386320338113531,1.0
TG 56:7,3.0795582706766904,0.07928205591587303,0.7648386570707751
TG 56:8,5.747979323308268,0.016507634005564046,0.4512086628187506
TG 58:11,0.22053571428571378,0.6386320338113531,1.0
TG 58:5,1.2370770676691718,0.2660351186466848,1.0
TG 58:7,0.22053571428571378,0.6386320338113531,1.0
TG 58:8,1.2370770676691718,0.2660351186466848,1.0
TG 58:9,1.2370770676691718,0.2660351186466848,1.0
FA 14:0,0.22053571428571378,0.6386320338113531,1.0
FA 16:0,0.0,1.0,1.0
FA 16:1,0.0,1.0,1.0
FA 18:0,0.029934210526315973,0.862639591019358,1.0
FA 18:1,0.0,1.0,1.0
FA 18:2,0.0,1.0,1.0
FA 18:3,1.0446428571428572,0.30674411925660056,1.0
FA 20:3,0.17938311688311673,0.6719039169323386,1.0
FA 20:4,0.0,1.0,1.0
FA 22:6,0.07802579365079375,0.7799908372509503,1.0
PI 34:1,0.019345238095238138,0.8893812743862388,1.0
PI 34:2,0.0,1.0,1.0
PI 36:2,0.17938311688311673,0.6719039169323386,1.0
PI 36:4,1.8077050264550267,0.17878377892804384,1.0
PI 38:3,0.0,1.0,1.0
PI 38:4,1.2370770676691718,0.2660351186466848,1.0
