,Chi2,p-value,p-value (BH corrected)
SM 34:0;O2,0.0,1.0,1.0
SM 34:1;O2,0.22053571428571378,0.6386320338113531,1.0
SM 34:2;O2,0.0,1.0,1.0
SM 35:1;O2,0.22053571428571378,0.6386320338113531,1.0
SM 36:0;O2,0.0,1.0,1.0
SM 36:1;O2,0.0,1.0,1.0
SM 36:2;O2,0.0,1.0,1.0
SM 37:1;O2,0.03413865546218495,0.8534121931518788,1.0
SM 38:1;O2,0.0,1.0,1.0
SM 38:2;O2,0.22053571428571378,0.6386320338113531,1.0
SM 39:1;O2,0.0,1.0,1.0
SM 40:0;O2,0.0,1.0,1.0
SM 40:1;O2,0.029934210526315973,0.862639591019358,1.0
SM 40:2;O2,0.0,1.0,1.0
SM 40:3;O2,0.13431122448979604,0.7140032347880836,1.0
SM 41:1;O2,0.029934210526315973,0.862639591019358,1.0
SM 41:2;O2,0.029934210526315973,0.862639591019358,1.0
SM 42:1;O2,0.0,1.0,1.0
SM 42:2;O2,0.0,1.0,1.0
SM 42:3;O2,0.0,1.0,1.0
SM 42:4;O2,0.22053571428571378,0.6386320338113531,1.0
SM 43:1;O2,0.0,1.0,1.0
SM 43:2;O2,0.050781250000000035,0.8217093743039579,1.0
TG 46:1,1.031829777365492,0.30972929274943684,1.0
TG 46:2,0.005677406832298096,0.9399373789042087,1.0
TG 48:0,1.1285873724489797,0.28807685555439894,1.0
TG 48:1,1.2370770676691718,0.2660351186466848,0.948473031696876
TG 48:2,1.2370770676691718,0.2660351186466848,0.948473031696876
TG 48:3,0.0,1.0,1.0
TG 49:1,0.11607142857142858,0.7333350312303649,1.0
TG 49:2,1.2370770676691718,0.2660351186466848,0.948473031696876
TG 50:0,1.2370770676691718,0.2660351186466848,0.948473031696876
TG 50:1,1.9082395186335397,0.16715894696110314,0.948473031696876
TG 50:2,0.22053571428571378,0.6386320338113531,1.0
TG 50:3,0.050781250000000035,0.8217093743039579,1.0
TG 50:4,0.0,1.0,1.0
TG 51:1,1.2370770676691718,0.2660351186466848,0.948473031696876
TG 51:2,1.2370770676691718,0.2660351186466848,0.948473031696876
TG 52:1,0.22053571428571378,0.6386320338113531,1.0
TG 52:2,1.0839781746031742,0.29780931276023814,1.0
TG 52:3,0.22053571428571378,0.6386320338113531,1.0
TG 52:4,0.22053571428571378,0.6386320338113531,1.0
TG 52:5,1.2370770676691718,0.2660351186466848,0.948473031696876
TG 54:2,0.0,1.0,1.0
TG 54:3,1.2370770676691718,0.2660351186466848,0.948473031696876
TG 54:4,0.22053571428571378,0.6386320338113531,1.0
TG 54:5,0.0,1.0,1.0
TG 54:6,0.48352040816326525,0.4868320287812178,1.0
TG 56:5,0.22053571428571378,0.6386320338113531,1.0
TG 56:6,0.0,1.0,1.0
TG 56:7,0.22053571428571378,0.6386320338113531,1.0
TG 56:8,0.0,1.0,1.0
TG 58:11,0.1450892857142856,0.7032730928248718,1.0
TG 58:5,1.2370770676691718,0.2660351186466848,0.948473031696876
TG 58:7,0.22053571428571378,0.6386320338113531,1.0
TG 58:8,0.22053571428571378,0.6386320338113531,1.0
TG 58:9,0.09119897959183684,0.7626583993709595,1.0
FA 14:0,0.0,1.0,1.0
FA 16:0,0.029934210526315973,0.862639591019358,1.0
FA 16:1,0.6652725563909783,0.41470468054923515,1.0
FA 18:0,2.126550751879701,0.14476619644361308,0.948473031696876
FA 18:1,0.0,1.0,1.0
FA 18:2,0.0,1.0,1.0
FA 18:3,0.0,1.0,1.0
FA 20:3,0.0,1.0,1.0
FA 20:4,0.0,1.0,1.0
FA 22:6,0.023401497695852577,0.8784176112494346,1.0
PI 34:1,0.22053571428571378,0.6386320338113531,1.0
PI 34:2,0.0,1.0,1.0
PI 36:2,0.22053571428571378,0.6386320338113531,1.0
PI 36:4,1.2370770676691718,0.2660351186466848,0.948473031696876
PI 38:3,0.22053571428571378,0.6386320338113531,1.0
PI 38:4,3.0795582706766904,0.07928205591587303,0.948473031696876
